symbol,S,K,C,bid,ask,T,r,market_iv,moneyness_SK
SPXW260929C07690000,7643.99,7690.0,31.049999999999997,30.9,31.2,0.027817522758001742,0.0525,0.09184791828155518,0.9940169050715214
SPXW260929C07695000,7643.99,7695.0,28.950000000000003,28.8,29.1,0.027817522758001742,0.0525,0.09115365032196045,0.99337102014295
SPXW260929C07700000,7643.99,7700.0,26.8,26.6,27.0,0.027817522758001742,0.0525,0.09029535202026368,0.992725974025974
SPXW260929C07705000,7643.99,7705.0,24.8,24.6,25.0,0.027817522758001742,0.0525,0.08945994167327881,0.9920817650876054
SPXW260929C07710000,7643.99,7710.0,23.0,22.9,23.1,0.027817522758001742,0.0525,0.08865123394012452,0.9914383916990921
SPXW260929C07715000,7643.99,7715.0,21.35,21.2,21.5,0.027817522758001742,0.0525,0.08829647064208986,0.990795852235904
SPXW260929C07720000,7643.99,7720.0,19.450000000000003,19.3,19.6,0.027817522758001742,0.0525,0.08712155563354493,0.9901541450777201
SPXW260929C07725000,7643.99,7725.0,17.85,17.7,18.0,0.027817522758001742,0.0525,0.0864043997192383,0.9895132686084143
SPXW260929C07730000,7643.99,7730.0,16.6,16.4,16.8,0.027817522758001742,0.0525,0.08641965835571291,0.9888732212160414
SPXW260929C07735000,7643.99,7735.0,14.95,14.8,15.1,0.027817522758001742,0.0525,0.08508452766418459,0.9882340012928248
SPXW260929C07740000,7643.99,7740.0,13.75,13.6,13.9,0.027817522758001742,0.0525,0.08474883766174318,0.9875956072351421
SPXW260929C07750000,7643.99,7750.0,11.3,11.2,11.4,0.027817522758001742,0.0525,0.08324586196899417,0.9863212903225806
SPXW260929C07760000,7643.99,7760.0,9.25,9.1,9.4,0.027817522758001742,0.0525,0.08229219718933106,0.9850502577319588
SPXW260929C07770000,7643.99,7770.0,7.550000000000001,7.4,7.7,0.027817522758001742,0.0525,0.08145297218322756,0.9837824967824967
SPXW260929C07775000,7643.99,7775.0,6.75,6.6,6.9,0.027817522758001742,0.0525,0.08089603195190428,0.9831498392282958
SPXW260929C07780000,7643.99,7780.0,6.050000000000001,5.9,6.2,0.027817522758001742,0.0525,0.08047641944885256,0.9825179948586118
SPXW260929C07790000,7643.99,7790.0,4.949999999999999,4.8,5.1,0.027817522758001742,0.0525,0.0802246519470215,0.9812567394094993
SPXW260929C07800000,7643.99,7800.0,3.85,3.7,4.0,0.027817522758001742,0.0525,0.07918706466674805,0.979998717948718
SPXW260929C07810000,7643.99,7810.0,3.075,2.95,3.2,0.027817522758001742,0.0525,0.07875982284545899,0.9787439180537771
SPXW260929C07820000,7643.99,7820.0,2.4,2.3,2.5,0.027817522758001742,0.0525,0.07810370147705079,0.9774923273657289
SPXW260929C07825000,7643.99,7825.0,2.15,2.05,2.25,0.027817522758001742,0.0525,0.07813421875000001,0.9768677316293929
SPXW260929C07830000,7643.99,7830.0,1.9,1.8,2.0,0.027817522758001742,0.0525,0.07799689102172852,0.9762439335887612
SPXW260929C07840000,7643.99,7840.0,1.525,1.45,1.6,0.027817522758001742,0.0525,0.07798163238525391,0.9749987244897959
SPXW260929C07850000,7643.99,7850.0,1.225,1.15,1.3,0.027817522758001742,0.0525,0.0782715464782715,0.9737566878980891
SPXW260929C07860000,7643.99,7860.0,0.95,0.85,1.05,0.027817522758001742,0.0525,0.07853094329833986,0.9725178117048345
SPXW260929C07870000,7643.99,7870.0,0.8,0.75,0.85,0.027817522758001742,0.0525,0.07886663330078125,0.97128208386277
SPXW260929C07875000,7643.99,7875.0,0.8,0.75,0.85,0.027817522758001742,0.0525,0.08030094512939454,0.9706653968253968
SPXW260929C07880000,7643.99,7880.0,0.675,0.6,0.75,0.027817522758001742,0.0525,0.08023991058349611,0.9700494923857867
SPXW260929C07890000,7643.99,7890.0,0.575,0.5,0.65,0.027817522758001742,0.0525,0.0813690496826172,0.9688200253485424
SPXW260930C05800000,7643.99,5800.0,1900.1999999999998,1896.3,1904.1,0.030555373545133845,0.0525,1.087254319610596,1.3179293103448275
SPXW260930C05825000,7643.99,5825.0,1874.6,1870.9,1878.3,0.030555373545133845,0.0525,1.0710571960067752,1.3122729613733906
SPXW260930C05960000,7643.99,5960.0,1741.4,1737.6,1745.2,0.030555373545133845,0.0525,1.0087024662780761,1.2825486577181209
SPXW260930C05970000,7643.99,5970.0,1808.05,1802.3,1813.8,0.030555373545133845,0.0525,1.2953755324172973,1.2804003350083752
SPXW260930C05975000,7643.99,5975.0,1788.25,1782.5,1794.0,0.030555373545133845,0.0525,1.2424964633178708,1.2793288702928869
SPXW260930C05980000,7643.99,5980.0,1798.35,1792.5,1804.2,0.030555373545133845,0.0525,1.2901875700759888,1.2782591973244146
SPXW260930C06040000,7643.99,6040.0,1679.4,1667.4,1691.4,0.030555373545133845,0.0525,1.0433855204010014,1.2655612582781457
SPXW260930C06345000,7643.99,6345.0,1360.65,1356.8,1364.5,0.030555373545133845,0.0525,0.8269518037414549,1.2047265563435776
SPXW260930C06415000,7643.99,6415.0,1291.5,1287.6,1295.4,0.030555373545133845,0.0525,0.794099959411621,1.191580670303975
SPXW260930C06525000,7643.99,6525.0,1136.9,1133.0,1140.8,0.030555373545133845,0.0525,0.5354050366210938,1.1714927203065133
SPXW260930C06550000,7643.99,6550.0,1224.8,1219.0,1230.6,0.030555373545133845,0.0525,0.9348990274810791,1.1670213740458015
SPXW260930C06615000,7643.99,6615.0,1094.5500000000002,1090.7,1098.4,0.030555373545133845,0.0525,0.7016783982849122,1.155554043839758
SPXW260930C06620000,7643.99,6620.0,1089.5500000000002,1085.7,1093.4,0.030555373545133845,0.0525,0.6990844300842287,1.1546812688821753
SPXW260930C06740000,7643.99,6740.0,938.6,935.2,942.0,0.030555373545133845,0.0525,0.5257310610961915,1.1341231454005933
SPXW260930C06750000,7643.99,6750.0,962.4000000000001,958.7,966.1,0.030555373545133845,0.0525,0.640704886932373,1.1324429629629629
SPXW260930C06765000,7643.99,6765.0,947.7,943.9,951.5,0.030555373545133845,0.0525,0.6337889099502565,1.129932002956393
SPXW260930C06820000,7643.99,6820.0,862.65,856.8,868.5,0.030555373545133845,0.0525,0.5044071166229248,1.1208196480938417
SPXW260930C06845000,7643.99,6845.0,819.15,815.0,823.3,0.030555373545133845,0.0525,0.43399613861083985,1.1167260774287802
SPXW260930C06890000,7643.99,6890.0,776.95,773.2,780.7,0.030555373545133845,0.0525,0.42474940490722657,1.1094325108853411
SPXW260930C06980000,7643.99,6980.0,739.0999999999999,735.3,742.9,0.030555373545133845,0.0525,0.5380295220947267,1.0951275071633237
SPXW260930C07065000,7643.99,7065.0,620.55,616.7,624.4,0.030555373545133845,0.0525,0.4089948627471923,1.0819518754423212
SPXW260930C07105000,7643.99,7105.0,619.0999999999999,616.3,621.9,0.030555373545133845,0.0525,0.4892705492401124,1.0758606615059816
SPXW260930C07130000,7643.99,7130.0,542.25,538.5,546.0,0.030555373545133845,0.0525,0.335230799369812,1.0720883590462833
SPXW260930C07185000,7643.99,7185.0,489.95000000000005,486.1,493.8,0.030555373545133845,0.0525,0.3179084323120117,1.0638816979819068
SPXW260930C07195000,7643.99,7195.0,460.95,450.7,471.2,0.030555373545133845,0.0525,0.27180446220397947,1.0624030576789436
SPXW260930C07220000,7643.99,7220.0,457.0,453.1,460.9,0.030555373545133845,0.0525,0.3070900590515136,1.058724376731302
SPXW260930C07225000,7643.99,7225.0,431.1,422.9,439.3,0.030555373545133845,0.0525,0.25161728614807133,1.0579916955017301
SPXW260930C07230000,7643.99,7230.0,426.55,416.3,436.8,0.030555373545133845,0.0525,0.25818612915039063,1.0572600276625173
SPXW260930C07235000,7643.99,7235.0,467.95000000000005,464.1,471.8,0.030555373545133845,0.0525,0.367643957901001,1.0565293711126469
SPXW260930C07245000,7643.99,7245.0,411.45000000000005,401.6,421.3,0.030555373545133845,0.0525,0.24969469795227048,1.055071083505866
SPXW260930C07250000,7643.99,7250.0,405.65,395.9,415.4,0.030555373545133845,0.0525,0.24435417518615724,1.054343448275862
SPXW260930C07265000,7643.99,7265.0,471.0,459.0,483.0,0.030555373545133845,0.0525,0.4438227005004882,1.052166551961459
SPXW260930C07270000,7643.99,7270.0,386.95000000000005,377.1,396.8,0.030555373545133845,0.0525,0.2399978344726562,1.051442916093535
SPXW260930C07275000,7643.99,7275.0,382.1,372.2,392.0,0.030555373545133845,0.0525,0.23836516036987304,1.0507202749140894
SPXW260930C07280000,7643.99,7280.0,377.29999999999995,367.4,387.2,0.030555373545133845,0.0525,0.2367172276306152,1.0499986263736263
SPXW260930C07285000,7643.99,7285.0,372.65,362.5,382.8,0.030555373545133845,0.0525,0.23632813240051267,1.0492779684282771
SPXW260930C07290000,7643.99,7290.0,367.55,357.6,377.5,0.030555373545133845,0.0525,0.23306278419494628,1.0485582990397806
SPXW260930C07295000,7643.99,7295.0,361.4,351.8,371.0,0.030555373545133845,0.0525,0.22593700096130373,1.0478396161754626
SPXW260930C07300000,7643.99,7300.0,356.45,353.0,359.9,0.030555373545133845,0.0525,0.20274387351989745,1.0471219178082192
SPXW260930C07305000,7643.99,7305.0,351.75,342.1,361.4,0.030555373545133845,0.0525,0.22262587684631344,1.0464052019164956
SPXW260930C07310000,7643.99,7310.0,347.54999999999995,338.2,356.9,0.030555373545133845,0.0525,0.22189346229553217,1.0456894664842682
SPXW260930C07315000,7643.99,7315.0,343.65,333.4,353.9,0.030555373545133845,0.0525,0.22571956539154053,1.0449747095010253
SPXW260930C07320000,7643.99,7320.0,338.5,328.4,348.6,0.030555373545133845,0.0525,0.22245040252685544,1.0442609289617486
SPXW260930C07325000,7643.99,7325.0,333.95,323.7,344.2,0.030555373545133845,0.0525,0.22188583297729486,1.0435481228668941
SPXW260930C07330000,7643.99,7330.0,328.85,318.9,338.8,0.030555373545133845,0.0525,0.2183153120422363,1.0428362892223737
SPXW260930C07335000,7643.99,7335.0,323.05,313.3,332.8,0.030555373545133845,0.0525,0.21295953063964845,1.0421254260395365
SPXW260930C07340000,7643.99,7340.0,319.55,309.3,329.8,0.030555373545133845,0.0525,0.21648427566528317,1.0414155313351499
SPXW260930C07345000,7643.99,7345.0,314.75,304.5,325.0,0.030555373545133845,0.0525,0.21466086860656738,1.0407066031313819
SPXW260930C07350000,7643.99,7350.0,309.9,299.7,320.1,0.030555373545133845,0.0525,0.21253228881835937,1.0399986394557823
SPXW260930C07360000,7643.99,7360.0,300.0,290.1,309.9,0.030555373545133845,0.0525,0.20712310218811034,1.038585597826087
SPXW260930C07365000,7643.99,7365.0,294.65,285.3,304.0,0.030555373545133845,0.0525,0.20214878669738767,1.0378805159538356
SPXW260930C07370000,7643.99,7370.0,290.5,280.6,300.4,0.030555373545133845,0.0525,0.20365176239013671,1.0371763907734057
SPXW260930C07375000,7643.99,7375.0,286.05,275.8,296.3,0.030555373545133845,0.0525,0.20367465034484863,1.036473220338983
SPXW260930C07380000,7643.99,7380.0,280.45000000000005,271.1,289.8,0.030555373545133845,0.0525,0.197098178024292,1.035771002710027
SPXW260930C07385000,7643.99,7385.0,275.65,273.0,278.3,0.030555373545133845,0.0525,0.1759497078704834,1.0350697359512524
SPXW260930C07390000,7643.99,7390.0,270.55,260.8,280.3,0.030555373545133845,0.0525,0.193542915725708,1.0343694181326115
SPXW260930C07395000,7643.99,7395.0,266.1,263.6,268.6,0.030555373545133845,0.0525,0.17217701000213625,1.0336700473292766
SPXW260930C07400000,7643.99,7400.0,261.4,258.9,263.9,0.030555373545133845,0.0525,0.17070836624145513,1.0329716216216216
SPXW260930C07405000,7643.99,7405.0,257.25,254.4,260.1,0.030555373545133845,0.0525,0.17180698806762695,1.032274139095206
SPXW260930C07410000,7643.99,7410.0,251.75,242.0,261.5,0.030555373545133845,0.0525,0.18674900783538817,1.0315775978407558
SPXW260930C07415000,7643.99,7415.0,247.0,244.2,249.8,0.030555373545133845,0.0525,0.1661612925720215,1.0308819959541469
SPXW260930C07420000,7643.99,7420.0,241.75,239.2,244.3,0.030555373545133845,0.0525,0.16235044811248778,1.030187331536388
SPXW260930C07425000,7643.99,7425.0,238.05,235.5,240.6,0.030555373545133845,0.0525,0.16355588039398194,1.0294936026936026
SPXW260930C07430000,7643.99,7430.0,233.10000000000002,223.4,242.8,0.030555373545133845,0.0525,0.17986736278533932,1.028800807537012
SPXW260930C07435000,7643.99,7435.0,228.45,225.7,231.2,0.030555373545133845,0.0525,0.16028671752929688,1.0281089441829185
SPXW260930C07440000,7643.99,7440.0,223.25,220.8,225.7,0.030555373545133845,0.0525,0.15648731704711916,1.0274180107526882
SPXW260930C07445000,7643.99,7445.0,215.7,214.4,217.0,0.030555373545133845,0.0525,0.1438989419555664,1.0267280053727335
SPXW260930C07450000,7643.99,7450.0,215.0,212.5,217.5,0.030555373545133845,0.0525,0.1562279202270508,1.0260389261744967
SPXW260930C07455000,7643.99,7455.0,209.5,207.1,211.9,0.030555373545133845,0.0525,0.15216912292480472,1.0253507712944332
SPXW260930C07460000,7643.99,7460.0,206.15,203.4,208.9,0.030555373545133845,0.0525,0.15468679794311524,1.0246635388739946
SPXW260930C07465000,7643.99,7465.0,201.0,198.3,203.7,0.030555373545133845,0.0525,0.15161981201171876,1.0239772270596115
SPXW260930C07470000,7643.99,7470.0,196.5,193.8,199.2,0.030555373545133845,0.0525,0.15026179336547857,1.0232918340026773
SPXW260930C07475000,7643.99,7475.0,191.75,189.1,194.4,0.030555373545133845,0.0525,0.14814465755462647,1.0226073578595318
SPXW260930C07480000,7643.99,7480.0,187.95,181.8,194.1,0.030555373545133845,0.0525,0.15655598091125492,1.0219237967914439
SPXW260930C07485000,7643.99,7485.0,182.8,180.2,185.4,0.030555373545133845,0.0525,0.1452607752609253,1.0212411489645958
SPXW260930C07490000,7643.99,7490.0,179.25,172.9,185.6,0.030555373545133845,0.0525,0.15447699169158935,1.0205594125500668
SPXW260930C07495000,7643.99,7495.0,174.65,168.5,180.8,0.030555373545133845,0.0525,0.1521462349700928,1.019878585723816
SPXW260930C07500000,7643.99,7500.0,169.6,167.0,172.2,0.030555373545133845,0.0525,0.14132023239135744,1.0191986666666666
SPXW260930C07505000,7643.99,7505.0,165.25,162.7,167.8,0.030555373545133845,0.0525,0.13991643783569335,1.0185196535642904
SPXW260930C07510000,7643.99,7510.0,161.55,159.2,163.9,0.030555373545133845,0.0525,0.139569303855896,1.0178415446071905
SPXW260930C07515000,7643.99,7515.0,156.64999999999998,154.1,159.2,0.030555373545133845,0.0525,0.1374102067947388,1.0171643379906852
SPXW260930C07520000,7643.99,7520.0,153.10000000000002,146.9,159.3,0.030555373545133845,0.0525,0.14539810298919675,1.0164880319148937
SPXW260930C07525000,7643.99,7525.0,148.75,146.4,151.1,0.030555373545133845,0.0525,0.1357546447372437,1.0158126245847177
SPXW260930C07530000,7643.99,7530.0,143.9,141.4,146.4,0.030555373545133845,0.0525,0.13347347858428954,1.0151381142098272
SPXW260930C07535000,7643.99,7535.0,140.35,138.1,142.6,0.030555373545133845,0.0525,0.1330195341491699,1.014464499004645
SPXW260930C07540000,7643.99,7540.0,135.5,133.7,137.3,0.030555373545133845,0.0525,0.12942612525939942,1.013791777188329
SPXW260930C07545000,7643.99,7545.0,131.35000000000002,129.4,133.3,0.030555373545133845,0.0525,0.12845338718414306,1.013119946984758
SPXW260930C07550000,7643.99,7550.0,127.3,125.4,129.2,0.030555373545133845,0.0525,0.12721362297058106,1.0124490066225165
SPXW260930C07555000,7643.99,7555.0,123.45,121.7,125.2,0.030555373545133845,0.0525,0.12610737182617188,1.0117789543348776
SPXW260930C07560000,7643.99,7560.0,119.44999999999999,118.8,120.1,0.030555373545133845,0.0525,0.12278480373382568,1.0111097883597884
SPXW260930C07565000,7643.99,7565.0,116.35,115.0,117.7,0.030555373545133845,0.0525,0.12465398670196533,1.0104415069398545
SPXW260930C07570000,7643.99,7570.0,112.15,111.4,112.9,0.030555373545133845,0.0525,0.12180825099945068,1.0097741083223248
SPXW260930C07575000,7643.99,7575.0,107.75,107.6,107.9,0.030555373545133845,0.0525,0.11853908813476563,1.0091075907590759
SPXW260930C07580000,7643.99,7580.0,103.85,103.7,104.0,0.030555373545133845,0.0525,0.11729932392120361,1.0084419525065962
SPXW260930C07585000,7643.99,7585.0,100.85,100.7,101.0,0.030555373545133845,0.0525,0.11765408721923828,1.0077771918259724
SPXW260930C07590000,7643.99,7590.0,96.75,96.6,96.9,0.030555373545133845,0.0525,0.11588027072906494,1.0071133069828722
SPXW260930C07595000,7643.99,7595.0,93.35,93.2,93.5,0.030555373545133845,0.0525,0.1153080718612671,1.0064502962475312
SPXW260930C07600000,7643.99,7600.0,89.2,89.0,89.4,0.030555373545133845,0.0525,0.113377854347229,1.0057881578947367
SPXW260930C07605000,7643.99,7605.0,86.15,86.0,86.3,0.030555373545133845,0.0525,0.11316423343658448,1.0051268902038133
SPXW260930C07610000,7643.99,7610.0,82.65,82.5,82.8,0.030555373545133845,0.0525,0.11213427547454832,1.004466491458607
SPXW260930C07615000,7643.99,7615.0,78.85,78.7,79.0,0.030555373545133845,0.0525,0.11048252807617187,1.0038069599474722
SPXW260930C07620000,7643.99,7620.0,75.44999999999999,75.3,75.6,0.030555373545133845,0.0525,0.10944112613677978,1.0031482939632546
SPXW260930C07625000,7643.99,7625.0,72.35,72.2,72.5,0.030555373545133845,0.0525,0.1088307806777954,1.0024904918032786
SPXW260930C07630000,7643.99,7630.0,68.69999999999999,68.6,68.8,0.030555373545133845,0.0525,0.10706459350585937,1.0018335517693315
SPXW260930C07635000,7643.99,7635.0,66.0,65.9,66.1,0.030555373545133845,0.0525,0.10693870975494385,1.001177472167649
SPXW260930C07640000,7643.99,7640.0,62.35,62.2,62.5,0.030555373545133845,0.0525,0.10513628332138061,1.0005222513089005
SPXW260930C07645000,7643.99,7645.0,59.3,59.2,59.4,0.030555373545133845,0.0525,0.10409297405242919,0.9998678875081752
SPXW260930C07650000,7643.99,7650.0,56.55,56.4,56.7,0.030555373545133845,0.0525,0.10363140029907225,0.9992143790849672
SPXW260930C07655000,7643.99,7655.0,53.45,53.3,53.6,0.030555373545133845,0.0525,0.10235348949432373,0.9985617243631613
SPXW260930C07660000,7643.99,7660.0,51.05,50.9,51.2,0.030555373545133845,0.0525,0.1021780151748657,0.9979099216710182
SPXW260930C07665000,7643.99,7665.0,48.3,48.2,48.4,0.030555373545133845,0.0525,0.1011785744857788,0.9972589693411611
SPXW260930C07670000,7643.99,7670.0,45.45,45.2,45.7,0.030555373545133845,0.0525,0.10023253902435302,0.9966088657105606
SPXW260930C07675000,7643.99,7675.0,43.05,42.9,43.2,0.030555373545133845,0.0525,0.09950393913269043,0.9959596091205212
SPXW260930C07680000,7643.99,7680.0,40.15,40.0,40.3,0.030555373545133845,0.0525,0.09793229957580568,0.9953111979166667
SPXW260930C07685000,7643.99,7685.0,37.7,37.6,37.8,0.030555373545133845,0.0525,0.09693285888671876,0.9946636304489265
SPXW260930C07690000,7643.99,7690.0,35.35,35.2,35.5,0.030555373545133845,0.0525,0.09615085376739503,0.9940169050715214
SPXW260930C07695000,7643.99,7695.0,33.55,33.4,33.7,0.030555373545133845,0.0525,0.09615466842651368,0.99337102014295
SPXW260930C07700000,7643.99,7700.0,31.1,31.0,31.2,0.030555373545133845,0.0525,0.09471654193878175,0.992725974025974
SPXW260930C07705000,7643.99,7705.0,28.950000000000003,28.8,29.1,0.030555373545133845,0.0525,0.09386968761444091,0.9920817650876054
SPXW260930C07710000,7643.99,7710.0,27.25,27.1,27.4,0.030555373545133845,0.0525,0.09364462272644045,0.9914383916990921
SPXW260930C07715000,7643.99,7715.0,25.200000000000003,25.1,25.3,0.030555373545133845,0.0525,0.0924925956726074,0.990795852235904
SPXW260930C07720000,7643.99,7720.0,23.4,23.3,23.5,0.030555373545133845,0.0525,0.09176781044006346,0.9901541450777201
SPXW260930C07725000,7643.99,7725.0,21.6,21.5,21.7,0.030555373545133845,0.0525,0.09087518020629884,0.9895132686084143
SPXW260930C07730000,7643.99,7730.0,20.0,19.9,20.1,0.030555373545133845,0.0525,0.0902381321334839,0.9888732212160414
SPXW260930C07735000,7643.99,7735.0,18.5,18.4,18.6,0.030555373545133845,0.0525,0.08965448928833009,0.9882340012928248
SPXW260930C07740000,7643.99,7740.0,17.1,17.0,17.2,0.030555373545133845,0.0525,0.08912806632995607,0.9875956072351421
SPXW260930C07745000,7643.99,7745.0,15.9,15.8,16.0,0.030555373545133845,0.0525,0.08889918678283693,0.986958037443512
SPXW260930C07750000,7643.99,7750.0,14.3,14.2,14.4,0.030555373545133845,0.0525,0.08754879745483399,0.9863212903225806
SPXW260930C07755000,7643.99,7755.0,13.3,13.2,13.4,0.030555373545133845,0.0525,0.08748013359069826,0.985685364281109
SPXW260930C07760000,7643.99,7760.0,12.1,12.0,12.2,0.030555373545133845,0.0525,0.08674390438079835,0.9850502577319588
SPXW260930C07765000,7643.99,7765.0,11.1,11.0,11.2,0.030555373545133845,0.0525,0.08635480915069581,0.9844159690920798
SPXW260930C07770000,7643.99,7770.0,10.05,10.0,10.1,0.030555373545133845,0.0525,0.08550414016723634,0.9837824967824967
SPXW260930C07775000,7643.99,7775.0,9.1,9.0,9.2,0.030555373545133845,0.0525,0.08503493709564211,0.9831498392282958
SPXW260930C07780000,7643.99,7780.0,8.4,8.3,8.5,0.030555373545133845,0.0525,0.0850120491409302,0.9825179948586118
SPXW260930C07785000,7643.99,7785.0,7.6,7.5,7.7,0.030555373545133845,0.0525,0.08451232879638673,0.9818869621066153
SPXW260930C07790000,7643.99,7790.0,6.9,6.8,7.0,0.030555373545133845,0.0525,0.08416900947570805,0.9812567394094993
SPXW260930C07795000,7643.99,7795.0,6.300000000000001,6.2,6.4,0.030555373545133845,0.0525,0.08400879379272463,0.980627325208467
SPXW260930C07800000,7643.99,7800.0,5.699999999999999,5.6,5.8,0.030555373545133845,0.0525,0.08368836242675783,0.979998717948718
SPXW260930C07805000,7643.99,7805.0,5.1,5.0,5.2,0.030555373545133845,0.0525,0.08317719810485844,0.9793709160794363
SPXW260930C07810000,7643.99,7810.0,4.65,4.6,4.7,0.030555373545133845,0.0525,0.08290254264831545,0.9787439180537771
SPXW260930C07815000,7643.99,7815.0,4.15,4.1,4.2,0.030555373545133845,0.0525,0.08245241287231447,0.9781177223288547
SPXW260930C07820000,7643.99,7820.0,3.75,3.7,3.8,0.030555373545133845,0.0525,0.08228456787109376,0.9774923273657289
SPXW260930C07825000,7643.99,7825.0,3.3499999999999996,3.3,3.4,0.030555373545133845,0.0525,0.08194887786865236,0.9768677316293929
SPXW260930C07830000,7643.99,7830.0,3.1,3.0,3.2,0.030555373545133845,0.0525,0.08256685264587404,0.9762439335887612
SPXW260930C07835000,7643.99,7835.0,2.7750000000000004,2.7,2.85,0.030555373545133845,0.0525,0.08220827468872072,0.975620931716656
SPXW260930C07840000,7643.99,7840.0,2.5250000000000004,2.45,2.6,0.030555373545133845,0.0525,0.08229219718933106,0.9749987244897959
SPXW260930C07845000,7643.99,7845.0,2.2249999999999996,2.15,2.3,0.030555373545133845,0.0525,0.08188784332275392,0.9743773103887826
SPXW260930C07850000,7643.99,7850.0,2.05,2.0,2.1,0.030555373545133845,0.0525,0.08204042968750001,0.9737566878980891
SPXW260930C07855000,7643.99,7855.0,1.875,1.8,1.95,0.030555373545133845,0.0525,0.08245241287231447,0.9731368555060471
SPXW260930C07860000,7643.99,7860.0,1.7,1.65,1.75,0.030555373545133845,0.0525,0.0823608610534668,0.9725178117048345
SPXW260930C07865000,7643.99,7865.0,1.525,1.45,1.6,0.030555373545133845,0.0525,0.08255922332763674,0.9718995549904641
SPXW260930C07870000,7643.99,7870.0,1.375,1.3,1.45,0.030555373545133845,0.0525,0.08263551651000978,0.97128208386277
SPXW260930C07875000,7643.99,7875.0,1.3,1.25,1.35,0.030555373545133845,0.0525,0.08310853424072268,0.9706653968253968
SPXW260930C07880000,7643.99,7880.0,1.15,1.1,1.2,0.030555373545133845,0.0525,0.08292543060302737,0.9700494923857867
SPXW260930C07885000,7643.99,7885.0,1.025,0.95,1.1,0.030555373545133845,0.0525,0.08320008605957034,0.969434369055168
SPXW260930C07890000,7643.99,7890.0,0.9750000000000001,0.9,1.05,0.030555373545133845,0.0525,0.08399353515625002,0.9688200253485424
SPXW260930C07895000,7643.99,7895.0,0.875,0.8,0.95,0.030555373545133845,0.0525,0.08408508697509767,0.9682064597846738
SPXW260930C07900000,7643.99,7900.0,0.825,0.75,0.9,0.030555373545133845,0.0525,0.0847869842529297,0.967593670886076
SPXW260930C07905000,7643.99,7905.0,0.7749999999999999,0.7,0.85,0.030555373545133845,0.0525,0.0854278469848633,0.9669816571790006
SPXW260930C07910000,7643.99,7910.0,0.75,0.7,0.8,0.030555373545133845,0.0525,0.08600767517089845,0.966370417193426
SPXW260930C07915000,7643.99,7915.0,0.675,0.6,0.75,0.030555373545133845,0.0525,0.08655698608398438,0.9657599494630448
SPXW260930C07920000,7643.99,7920.0,0.6499999999999999,0.6,0.7,0.030555373545133845,0.0525,0.08704526245117189,0.9651502525252525
SPXW260930C07925000,7643.99,7925.0,0.6000000000000001,0.55,0.65,0.030555373545133845,0.0525,0.08744198699951172,0.9645413249211356
SPXW260930C07930000,7643.99,7930.0,0.55,0.5,0.6,0.030555373545133845,0.0525,0.08777767700195313,0.9639331651954602
SPXW260930C07935000,7643.99,7935.0,0.55,0.5,0.6,0.030555373545133845,0.0525,0.08908991973876954,0.9633257718966604
SPXW260930C07940000,7643.99,7940.0,0.55,0.5,0.6,0.030555373545133845,0.0525,0.09037164520263671,0.9627191435768262
SPXW260930C08460000,7643.99,8460.0,0.75,0.0,0.1,0.030555373545133845,0.0525,0.178719150390625,0.9035449172576832
SPXW260930C08470000,7643.99,8470.0,0.65,0.0,0.1,0.030555373545133845,0.0525,0.18042811767578126,0.9024781582054309
SPXW260930C08525000,7643.99,8525.0,0.65,0.0,0.1,0.030555373545133845,0.0525,0.1909260595703125,0.8966557184750733
SPXW260930C08530000,7643.99,8530.0,0.65,0.0,0.1,0.030555373545133845,0.0525,0.19165847412109377,0.8961301289566237
SPXW260930C08560000,7643.99,8560.0,0.77,0.0,0.1,0.030555373545133845,0.0525,0.19727365234375,0.8929894859813083
SPXW260930C08570000,7643.99,8570.0,0.8,0.0,0.1,0.030555373545133845,0.0525,0.1992267578125,0.8919474912485414
SPXW260930C08580000,7643.99,8580.0,0.55,0.0,0.1,0.030555373545133845,0.0525,0.20117986328124998,0.8909079254079254
SPXW261001C07350000,7643.99,7350.0,311.4,301.9,320.9,0.03329322433226595,0.0525,0.20698958911895748,1.0399986394557823
SPXW261001C07370000,7643.99,7370.0,292.9,290.3,295.5,0.03329322433226595,0.0525,0.1826787665557861,1.0371763907734057
SPXW261001C07400000,7643.99,7400.0,264.3,261.5,267.1,0.03329322433226595,0.0525,0.1733061491012573,1.0329716216216216
SPXW261001C07450000,7643.99,7450.0,217.5,214.8,220.2,0.03329322433226595,0.0525,0.15713580909729005,1.0260389261744967
SPXW261001C07470000,7643.99,7470.0,199.6,197.2,202.0,0.03329322433226595,0.0525,0.15129556598663335,1.0232918340026773
SPXW261001C07475000,7643.99,7475.0,196.14999999999998,193.7,198.6,0.03329322433226595,0.0525,0.1523484119033814,1.0226073578595318
SPXW261001C07500000,7643.99,7500.0,173.3,171.0,175.6,0.03329322433226595,0.0525,0.1434907734298706,1.0191986666666666
SPXW261001C07525000,7643.99,7525.0,152.1,149.6,154.6,0.03329322433226595,0.0525,0.13787178054809573,1.0158126245847177
SPXW261001C07530000,7643.99,7530.0,148.75,142.6,154.9,0.03329322433226595,0.0525,0.14539810298919675,1.0151381142098272
SPXW261001C07540000,7643.99,7540.0,140.3,138.2,142.4,0.03329322433226595,0.0525,0.1346636522293091,1.013791777188329
